Track,Album,Album Disc Number,Album Label,Album Track Number,Area,Dates,Holiday/Special Event,Loop,Loop Notes,Loop Total Length,Loop Track Length,Track Artist,Track No.,Track Notes
Beyond the Reef,Shangri-La!,,Collectables,,Disneyland Hotel,"May 25, 2011",,Tangaroa Terrace [REF],,,2:50.714,Percy Faith and His Orchestra,3,
Trade Winds,"Webley Edwards Presents ""Hawaii Calls"": Soft Hawaiian Guitars",,ST-2917,,Disneyland Hotel,"May 25, 2011",,Tangaroa Terrace [REF],,,3:18.880,,6,
Silver Moon,Musical Orchids from Hawaii,,RCA Camden - CAS-977,,Disneyland Hotel,"May 25, 2011",,Tangaroa Terrace [REF],,,2:26.264,Leo Addeo & His Orchestra,12,
Medley: Aloha My Tani / Aloha Oe (Farewell to Thee),Hawaiian Memories,,RCA Camden – CAS-2373,,Disneyland Hotel,"May 25, 2011",,Tangaroa Terrace [REF],,,4:43.129,Living Strings,8,"Album track edited to use 00:00 - 02:54, 02:15 - End"
My Isle of Golden Dreams,Hawaiian Memories,,RCA Camden – CAS-2373,,Disneyland Hotel,"May 25, 2011",,Tangaroa Terrace [REF],,,5:40.814,Living Strings,9,
Song of the Islands,Golden Hawaiian Hits,,Gnp,,Disneyland Hotel,"May 25, 2011",,Tangaroa Terrace [REF],,,3:20.783,Duke Kamoku & His Islanders,11,
Pearly Shells,Hawaiian Memories,,RCA Camden – CAS-2373,,Disneyland Hotel,"May 25, 2011",,Tangaroa Terrace [REF],,,2:50.499,Living Strings,15,
Little Brown Gal,Ukulele Isle,,Universal Japan,,Disneyland Hotel,"May 25, 2011",,Tangaroa Terrace [REF],,,2:25.349,Ohta-San,7,
My Tane,"Webley Edwards Presents ""Hawaii Calls"": Soft Hawaiian Guitars",,ST-2917,,Disneyland Hotel,"May 25, 2011",,Tangaroa Terrace [REF],,,2:39.775,,5,
Ukelele Lady,Golden Hawaiian Hits,,Gnp,,Disneyland Hotel,"May 25, 2011",,Tangaroa Terrace [REF],,,2:37.786,Duke Kamoku & His Islanders,10,
Orchids from Hawaii,Musical Orchids from Hawaii,,RCA Camden - CAS-977,,Disneyland Hotel,"May 25, 2011",,Tangaroa Terrace [REF],,,2:46.322,Leo Addeo & His Orchestra,13,
Kalena Kai,"Webley Edwards Presents ""Hawaii Calls"": Soft Hawaiian Guitars",,ST-2917,,Disneyland Hotel,"May 25, 2011",,Tangaroa Terrace [REF],,,1:31.278,Webley Edwards,18,
Lei of Stars,"Webley Edwards Presents ""Hawaii Calls"": Soft Hawaiian Guitars",,ST-2917,,Disneyland Hotel,"May 25, 2011",,Tangaroa Terrace [REF],,,2:21.999,Webley Edwards,17,
"To You Sweetheart, Aloha",Hawaiian Memories,,RCA Camden – CAS-2373,,Disneyland Hotel,"May 25, 2011",,Tangaroa Terrace [REF],,,4:05.858,Living Strings,19,
It's The Most Wonderful Time Of The Year,The Most Wonderful Time Of The Year,,,,"Downtown Disney District, Esplanade-Main Gates",,Christmas,"DTDD Daytime Holiday, Esplanade Holiday v.2","This loop plays in the Downtown Disney District area from 5AM to 8PM during the holiday season. It also played in the Esplanade for Christmas 2018 (possibly other years, but unverified). See MouseBits, Re: https://mousebits.com/smf/index.php?topic=9944.msg93350#msg93350.",00:38:35.087,00:02:28.442,Andy Williams,1,Loop starts silent gap of 1.623 secs.
Jingle Bells,The Christmas Album,,,,"Downtown Disney District, Esplanade-Main Gates",,Christmas,"DTDD Daytime Holiday, Esplanade Holiday v.2",,,00:01:58.483,Frank Sinatra,2,
Have Yourself a Merry Little Christmas,Ella Wishes You A Swinging Christmas,,,,"Downtown Disney District, Esplanade-Main Gates",,Christmas,"DTDD Daytime Holiday, Esplanade Holiday v.2",,,00:02:53.800,Ella Fitzgerald,11,
Winter Wonderland,Christmas With Peggy Lee,,,,"Downtown Disney District, Esplanade-Main Gates",,Christmas,"DTDD Daytime Holiday, Esplanade Holiday v.2",,,00:01:51.457,Peggy Lee,16,
Rudolph the Red-Nosed Reindeer (feat. Videocraft Chorus) [Finale],Rudolph The Red-Nosed Reindeer,,,,"Downtown Disney District, Esplanade-Main Gates",,Christmas,"DTDD Daytime Holiday, Esplanade Holiday v.2",,,00:01:12.101,Burl Ives,7,
Santa Claus Is Comin' to Town,Christmas With Sinatra And Friends,,,,"Downtown Disney District, Esplanade-Main Gates",,Christmas,"DTDD Daytime Holiday, Esplanade Holiday v.2",,,00:02:32.931,Frank Sinatra,13,
Happy Holiday/The Holiday Season,The Andy Williams Christmas Album,,,,"Downtown Disney District, Esplanade-Main Gates",,Christmas,"DTDD Daytime Holiday, Esplanade Holiday v.2",,,00:02:34.718,Andy Williams,10,
Deck the Halls,Merry Christmas From Nat King Cole,,,,"Downtown Disney District, Esplanade-Main Gates",,Christmas,"DTDD Daytime Holiday, Esplanade Holiday v.2",,,00:01:04.635,Nat King Cole,8,
A Holly Jolly Christmas,Have A Holly Jolly Christmas,,,,"Downtown Disney District, Esplanade-Main Gates",,Christmas,"DTDD Daytime Holiday, Esplanade Holiday v.2",,,00:02:11.209,Burl Ives,14,
Frosty The Snowman,White Christmas [Volume 4],,,,"Downtown Disney District, Esplanade-Main Gates",,Christmas,"DTDD Daytime Holiday, Esplanade Holiday v.2",,,00:02:31.406,Guy Lombardo & His Royal Canadians,12,
Sleigh Ride,Ella Wishes You A Swinging Christmas,,,,"Downtown Disney District, Esplanade-Main Gates",,Christmas,"DTDD Daytime Holiday, Esplanade Holiday v.2",,,00:02:54.459,Ella Fitzgerald,4,
Here Comes Santa Claus (Right Down Santa Claus Lane),Christmas,,,,"Downtown Disney District, Esplanade-Main Gates",,Christmas,"DTDD Daytime Holiday, Esplanade Holiday v.2",,,00:03:00.715,"The Andrews Sisters, Bing Crosby",3,
White Christmas,Clyde McPhatter & The Drifters,,,,"Downtown Disney District, Esplanade-Main Gates",,Christmas,"DTDD Daytime Holiday, Esplanade Holiday v.2",,,00:02:36.988,"The Drifters, Bill Pinckney, Clyde McPhatter",5,
I Wish You A Merry Christmas,Bing Crosby's Christmas Classics,,,,"Downtown Disney District, Esplanade-Main Gates",,Christmas,"DTDD Daytime Holiday, Esplanade Holiday v.2",,,00:01:51.398,Bing Crosby,9,
A Marshmallow World,Making Spirits Bright,,,,"Downtown Disney District, Esplanade-Main Gates",,Christmas,"DTDD Daytime Holiday, Esplanade Holiday v.2",,,00:02:43.228,Dean Martin,15,
It's Beginning to Look a Lot Like Christmas,Christmas Eve With Johnny Mathis,,,,"Downtown Disney District, Esplanade-Main Gates",,Christmas,"DTDD Daytime Holiday, Esplanade Holiday v.2",,,00:02:13.595,Johnny Mathis,17,
Let It Snow! Let It Snow! Let It Snow!,Coccole di Natale,,,,"Downtown Disney District, Esplanade-Main Gates",,Christmas,"DTDD Daytime Holiday, Esplanade Holiday v.2",,,00:01:53.905,Dean Martin,6,
Let It Snow! Let It Snow! Let It Snow!,Holiday Masters: Swingin' Christmas,,,,Downtown Disney District,"November 1, 2017 → January 1, 2019",Christmas,DTDD Nighttime Holiday v.1,"This loop played from 8PM to 2AM at Downtown Disney as part of the holiday season in 2017 and 2019. See MouseBits, Re: https://mousebits.com/smf/index.php?topic=9899.msg93024#msg93024.",00:52:42.096,00:03:08.661,The Glenn Miller Orchestra,1,
March Of The Toys,Retro Christmas Party (partial),,,,Downtown Disney District,"November 1, 2017 → January 1, 2019",Christmas,DTDD Nighttime Holiday v.1,,,00:03:16.596,Holiday Lounge Players,7,
Blue Christmas [Big Band Christmas Version],In The Mood For Christmas,,,,Downtown Disney District,"November 1, 2017 → January 1, 2019",Christmas,DTDD Nighttime Holiday v.1,,,00:04:16.588,"Chris McDonald, The Chris McDonald Orchestra",6,
Sleigh Ride,The Classic Christmas Album,,,,Downtown Disney District,"November 1, 2017 → January 1, 2019",Christmas,DTDD Nighttime Holiday v.1,,,00:02:52.123,Lester Lanin,3,
The Nutcracker Suite,The Best Christmas Album on Earth Vol. 2,,,,Downtown Disney District,"November 1, 2017 → January 1, 2019",Christmas,DTDD Nighttime Holiday v.1,,,00:06:50.553,Les Brown & His Band of Renown,2,
Winter Wonderland,A Very Merry Christmas,,,,Downtown Disney District,"November 1, 2017 → January 1, 2019",Christmas,DTDD Nighttime Holiday v.1,,,00:02:36.597,Ralph Flanagan Orchestra,5,
Jingle Bells,Goblin Market,,,,Downtown Disney District,"November 1, 2017 → January 1, 2019",Christmas,DTDD Nighttime Holiday v.1,,,00:02:40.422,Mora's Modern Rhythmists,4,Verified (correct album listed)
Santa Claus Is Coming to Town,The Classic Christmas Album,,,,Downtown Disney District,"November 1, 2017 → January 1, 2019",Christmas,DTDD Nighttime Holiday v.1,,,00:02:07.313,Lester Lanin,15,
"Rudolph, the Red-Nosed Reindeer",The Classic Christmas Album,,,,Downtown Disney District,"November 1, 2017 → January 1, 2019",Christmas,DTDD Nighttime Holiday v.1,,,00:02:30.973,Lester Lanin,13,
I'll Be Home for Christmas,Big Band Christmas,,,,Downtown Disney District,"November 1, 2017 → January 1, 2019",Christmas,DTDD Nighttime Holiday v.1,,,00:02:53.837,The Les Rogers Orchestra,12,Verified (correct album listed)
White Christmas,Big Band Christmas,,,,Downtown Disney District,"November 1, 2017 → January 1, 2019",Christmas,DTDD Nighttime Holiday v.1,,,00:02:53.546,The Les Rogers Orchestra,11,Verified (correct album listed)
Winter Wonderland,Big Band Christmas,,,,Downtown Disney District,"November 1, 2017 → January 1, 2019",Christmas,DTDD Nighttime Holiday v.1,,,00:02:56.171,The Les Rogers Orchestra,16,Verified (correct album listed)
Little Drummer Boy [Big Band Christmas Version],In The Mood For Christmas,,,,Downtown Disney District,"November 1, 2017 → January 1, 2019",Christmas,DTDD Nighttime Holiday v.1,,,00:03:19.193,"Chris McDonald, The Chris McDonald Orchestra",9,
Savoy Christmas Medley,Vintage Christmas,,,,Downtown Disney District,"November 1, 2017 → January 1, 2019",Christmas,DTDD Nighttime Holiday v.1,,,00:03:23.784,Ray Noble,8,
The Skaters' Waltz (In Swingtime),Christmas [Boardwalk Empire Era],,,,Downtown Disney District,"November 1, 2017 → January 1, 2019",Christmas,DTDD Nighttime Holiday v.1,,,00:02:54.839,Bob Crosby,14,
Frosty the Snowman,A Very Special Christmas,,,,Downtown Disney District,"November 1, 2017 → January 1, 2019",Christmas,DTDD Nighttime Holiday v.1,,,00:03:59.290,The Glenn Miller Orchestra,10,
 Jingle Bells,A Jolly Christmas from Frank Sinatra ,,,,Downtown Disney District,"November 1, 2019",Christmas,DTDD Nighttime Holiday v.2,"This loop was originally used as the Hollywood Land Holiday BGM. It was also used as the Downtown Disney District Nighttime Holiday loop starting in 2019. This loop plays from 8PM to 2AM. See MouseBits, https://mousebits.com/smf/index.php?topic=6912.msg68816#msg68816 (2012).",01:30:31.207, 1:54.765,Frank Sinatra,1,
 White Christmas, 3:02.917,,,,Downtown Disney District,"November 1, 2019",Christmas,DTDD Nighttime Holiday v.2,,,,Bing Crosby,18,
 Cool Yule, ,,,,Downtown Disney District,"November 1, 2019",Christmas,DTDD Nighttime Holiday v.2,,,,Louis Armstrong,28,
Here Comes Santa Claus (Right Down Santa Claus Lane),That Christmas Feeling ,,,,Downtown Disney District,"November 1, 2019",Christmas,DTDD Nighttime Holiday v.2,,, 3:01.092,"The Andrews Sisters, Bing Crosby",26,
 Sleigh Ride,Winter Wonderland Vol. 2 ,,,,Downtown Disney District,"November 1, 2019",Christmas,DTDD Nighttime Holiday v.2,,, 3:03.068,The Andrews Sisters,10,
 Santa Claus Got Stuck in My Chimney,That's Christmas Jazz ,,,,Downtown Disney District,"November 1, 2019",Christmas,DTDD Nighttime Holiday v.2,,, 3:04.494,Ella Fitzgerald,27,
" Jing-A-Ling, Jing-A-Ling",A Merry Christmas with Bing Crosby and the Andrews Sisters ,,,,Downtown Disney District,"November 1, 2019",Christmas,DTDD Nighttime Holiday v.2,,, 2:50.867,The Andrews Sisters,9,
 Santa Claus Is Coming to Town,In The Swinging Christmas Mood ,,,,Downtown Disney District,"November 1, 2019",Christmas,DTDD Nighttime Holiday v.2,,, 3:27.762,Glenn Miller and His Orchestra,16,
 Sleigh Ride (instrumental),Big Band Christmas ,,,,Downtown Disney District,"November 1, 2019",Christmas,DTDD Nighttime Holiday v.2,,, 2:47.301,The Les Rogers Orchestra,22,
 In the Christmas Mood,"In The Christmas Mood, Vol. 1 ",,,,Downtown Disney District,"November 1, 2019",Christmas,DTDD Nighttime Holiday v.2,,, 3:30.763,The Glenn Miller Orchestra,5,
 Jingle Bells,In The Swinging Christmas Mood ,,,,Downtown Disney District,"November 1, 2019",Christmas,DTDD Nighttime Holiday v.2,,, 4:36.675,Glen Miller and His Orchestra,24,
 Good King Wenceslas,"In The Christmas Mood, Vol. 2 ",,,,Downtown Disney District,"November 1, 2019",Christmas,DTDD Nighttime Holiday v.2,,, 2:27.607,The Glenn Miller Orchestra,11,
 Have Yourself a Merry Little Christmas,Ella Wishes You a Swinging Christmas ,,,,Downtown Disney District,"November 1, 2019",Christmas,DTDD Nighttime Holiday v.2,,, 2:54.471,Ella Fitzgerald,3,
 Winter Wonderland,Ella Wishes You a Swinging Christmas ,,,,Downtown Disney District,"November 1, 2019",Christmas,DTDD Nighttime Holiday v.2,,, 2:16.618,Ella Fitzgerald,31,
 Let It Snow! Let It Snow! Let It Snow! (In The Christmas Mood),Home for Christmas ,,,,Downtown Disney District,"November 1, 2019",Christmas,DTDD Nighttime Holiday v.2,,, 3:08.513,Glenn Miller and His Orchestra,8,
 Sleigh Ride (In The Christmas Mood),Home for Christmas ,,,,Downtown Disney District,"November 1, 2019",Christmas,DTDD Nighttime Holiday v.2,,, 3:40.731,Glen Miller and His Orchestra,30,
 Frosty the Snowman,Ella Wishes You a Swinging Christmas ,,,,Downtown Disney District,"November 1, 2019",Christmas,DTDD Nighttime Holiday v.2,,, 2:10.453,Ella Fitzgerald,7,
 Let It Snow! Let It Snow! Let It Snow!,That's Christmas Jazz ,,,,Downtown Disney District,"November 1, 2019",Christmas,DTDD Nighttime Holiday v.2,,, 2:35.903,Les Brown and His Band of Renown,15,
 (Everybody's Waiting For) The Man With the Bag,It's Christmas ,,,,Downtown Disney District,"November 1, 2019",Christmas,DTDD Nighttime Holiday v.2,,,2:39.299,Kay Starr,14,
 Rudolph the Red-Nosed Reindeer,Ella Wishes You a Swinging Christmas ,,,,Downtown Disney District,"November 1, 2019",Christmas,DTDD Nighttime Holiday v.2,,, 2:50.775,Ella Fitzgerald,20,
 Frosty the Snowman,In The Swinging Christmas Mood ,,,,Downtown Disney District,"November 1, 2019",Christmas,DTDD Nighttime Holiday v.2,,, 3:58.994,Glenn Miller and His Orchestra,2,
 Let It Snow! Let It Snow! Let It Snow!,Ella Wishes You a Swinging Christmas ,,,,Downtown Disney District,"November 1, 2019",Christmas,DTDD Nighttime Holiday v.2,,, 2:41.751,Ella Fitzgerald,25,
 Sleigh Ride,Ella Wishes You a Swinging Christmas ,,,,Downtown Disney District,"November 1, 2019",Christmas,DTDD Nighttime Holiday v.2,,,2:55.655,Ella Fitzgerald,13,
 Winter Wonderland (instrumental),Big Band Christmas ,,,,Downtown Disney District,"November 1, 2019",Christmas,DTDD Nighttime Holiday v.2,,, 2:58.005,The Les Rogers Orchestra,19,
 White Christmas (instrumental),Big Band Christmas ,,,,Downtown Disney District,"November 1, 2019",Christmas,DTDD Nighttime Holiday v.2,,, 2:53.706,The Les Rogers Orchestra,4,
 I'll Be Home for Christmas (instrumental),Big Band Christmas ,,,,Downtown Disney District,"November 1, 2019",Christmas,DTDD Nighttime Holiday v.2,,, 2:53.922,The Les Rogers Orchestra,29,
 Frosty the Snowman,"Big Band Christmas (Universal Special Products, 1993) OR Swing Into Christmas (MCA, 1998) ",,,,Downtown Disney District,"November 1, 2019",Christmas,DTDD Nighttime Holiday v.2,,, 2:31.705,Guy Lombardo & His Royal Canadians,21,
 Jingle Bells (instrumental),Big Band Christmas ,,,,Downtown Disney District,"November 1, 2019",Christmas,DTDD Nighttime Holiday v.2,,, 2:36.717,The Les Rogers Orchestra,17,
 Happy Holiday/The Holiday Season,Personal Christmas Collection ,,,,Downtown Disney District,"November 1, 2019",Christmas,DTDD Nighttime Holiday v.2,,, 2:36.857,Andy Williams,23,
 Merry Christmas Polka,A Merry Christmas with Bing Crosby & The Andrews Sisters ,,,,Downtown Disney District,"November 1, 2019",Christmas,DTDD Nighttime Holiday v.2,,, 2:47.384,The Andrews Sisters,12,
 Winter Wonderland,A Merry Christmas with Bing Crosby and the Andrews Sisters ,,,,Downtown Disney District,"November 1, 2019",Christmas,DTDD Nighttime Holiday v.2,,, 2:40.075,The Andrews Sisters,6,
Disney's Main Street Electrical Parade,Disney's Jazz Album: Big Band Now,,,,Downtown Disney District,"May 1, 2017",,DTDD Daytime,"This loop plays in Downtown Disney from 2AM to 8PM and was introduced with the introduction of the new Esplanade loop. See MouseBits, https://mousebits.com/smf/index.php?topic=9586.msg90552#msg90552.",01:35:58,,,1,
Camp Hollywood Special,Bill Elliott Swing Orchestra,,,,Downtown Disney District,"May 1, 2017",,DTDD Daytime,,,,,26,
Let's Go Fly A Kite,The Music of Shanghai Disneyland,,,,Downtown Disney District,"May 1, 2017",,DTDD Daytime,,,,SHDL Mickey Avenue BGM,18,
Down For Double,Count Basie,,,,Downtown Disney District,"May 1, 2017",,DTDD Daytime,,,,,13,
Do You Wanna Build A Snowman?,? (Big band),,,,Downtown Disney District,"May 1, 2017",,DTDD Daytime,,,,,3,
True Love’s Kiss,"? (Big band, Mickey avenue)",,,,Downtown Disney District,"May 1, 2017",,DTDD Daytime,,,,,20,May be https://www.amazon.com/Circle-Sessions-Music-Carthay-Vol/dp/B08FCZBV8B
Whistling Medley,Disney Adventures in Jazz,,,,Downtown Disney District,"May 1, 2017",,DTDD Daytime,,,,,25,
I See The Light,"? (Big band, medium tempo, sounds like Mickey Avenue, piano solo)",,,,Downtown Disney District,"May 1, 2017",,DTDD Daytime,,,,,12,May be https://www.amazon.com/Circle-Sessions-Music-Carthay-Vol/dp/B08FCZBV8B
You've Got A Friend in Me (Instrumental),Toy Story 2 OST,,,,Downtown Disney District,"May 1, 2017",,DTDD Daytime,,,,,2,
King of New York,"? (Big band, piano, xylophone, trumpet, mid tempo)",,,,Downtown Disney District,"May 1, 2017",,DTDD Daytime,,,,,6,May be https://www.amazon.com/Circle-Sessions-Music-Carthay-Vol/dp/B08FCZBV8B
Bare Necessities,"? (Big band, Mickey avenue)",,,,Downtown Disney District,"May 1, 2017",,DTDD Daytime,,,,,22,
Hot Toddy,Mora's Modern Rhythmists,,,,Downtown Disney District,"May 1, 2017",,DTDD Daytime,,,,,7,
Swing Sax (Shout and Feel It),Benny Goodman,,,,Downtown Disney District,"May 1, 2017",,DTDD Daytime,,,,,9,
Be Our Guest,The Music of Shanghai Disneyland,,,,Downtown Disney District,"May 1, 2017",,DTDD Daytime,,,,SHDL Mickey Avenue BGM,24,
Bibbidi-Bobbidi-Boo,SHDL Mickey Avenue BGM,,,,Downtown Disney District,"May 1, 2017",,DTDD Daytime,,,,,27,Confirmed by pixelated https://youtu.be/X_3_J1HRtmY?t=1m26s
Wrappin It Up (The Lindy Slide),BBC Big Band,,,,Downtown Disney District,"May 1, 2017",,DTDD Daytime,,,,,17,
Opus #1,Buddy Bregman Big Band,,,,Downtown Disney District,"May 1, 2017",,DTDD Daytime,,,,,19,
If I Didn't Have You,"? (Big band, medium tempo, sounds like Mickey Avenue)",,,,Downtown Disney District,"May 1, 2017",,DTDD Daytime,,,,,14,May be https://www.amazon.com/dp/B00AIGN8AU/ref=dm_rwp_pur_lnd_albm_pm
Heigh Ho,SHDL Mickey Avenue BGM,,,,Downtown Disney District,"May 1, 2017",,DTDD Daytime,,,,,8,Confirmed by pixelated https://youtu.be/V4I0mNyEKiY?t=2m40s
Monsters Inc,Monsters Inc OST,,,,Downtown Disney District,"May 1, 2017",,DTDD Daytime,,,,,11,
Who's Afraid of the Big Bad Wolf?,"? (Big band, piano/woodwinds/trumpet, medium tempo)",,,,Downtown Disney District,"May 1, 2017",,DTDD Daytime,,,,,10,May be https://www.amazon.com/Circle-Sessions-Music-Carthay-Vol/dp/B08FCZBV8B
One Song,Dave Digs Disney,,,,Downtown Disney District,"May 1, 2017",,DTDD Daytime,,,,,21,
Sing Sing Sing,Benny Goodman,,,,Downtown Disney District,"May 1, 2017",,DTDD Daytime,,,,,23,
Zip-A-Dee-Doo-Dah,Disney Adventures in Jazz,,,,Downtown Disney District,"May 1, 2017",,DTDD Daytime,,,,,15,
Give A Little Whistle,Dave Digs Disney,,,,Downtown Disney District,"May 1, 2017",,DTDD Daytime,,,,,16,
One O’Clock Jump,Buddy Bregman Big Band,,,,Downtown Disney District,"May 1, 2017",,DTDD Daytime,,,,,28,
Life Goes to a Party,Benny Goodman,,,,Downtown Disney District,"May 1, 2017",,DTDD Daytime,,,,,4,
Friend Like Me,"(Big band, sounds like Mickey Avenue)",,,,Downtown Disney District,"May 1, 2017",,DTDD Daytime,,,,,5,
Cool Thieves,SB3 ,,,,Downtown Disney District,"May 1, 2018",,DTDD Nighttime v.2,"This loop plays in Downtown Disney from 8PM to 2AM; has reverted to the v.1 loop on occasion. See MouseBits, https://mousebits.com/smf/index.php?topic=9811.msg92333#msg92333.",02:02:34.355, 00:03:13.383,Gramatik,1,Begins with 1.2 sec. silent gap
Give It One,One for Maynard ,,,,Downtown Disney District,"May 1, 2018",,DTDD Nighttime v.2,,, 00:03:21.418,The Loudhorns,27,
Skillet,Funkafized Plus ,,,,Downtown Disney District,"May 1, 2018",,DTDD Nighttime v.2,,, 00:05:45.044,Boston Horns,4,
Muy Tranquilo,SB3 ,,,,Downtown Disney District,"May 1, 2018",,DTDD Nighttime v.2,,, 00:03:49.106,Gramatik,3,No gap between this and next track
Un Grao de Areia,Zoo Zizaro ,,,,Downtown Disney District,"May 1, 2018",,DTDD Nighttime v.2,,, 00:04:40.188,Club des Belugas,10,
Cumbianauts Incoming,Globaltronica: World Electronic Sounds Vol. 3 ,,,,Downtown Disney District,"May 1, 2018",,DTDD Nighttime v.2,,, 00:02:57.667,Cumbia Cosmonauts,25,00:00:00.556 overlap with next track
