Track,Album,Album Disc Number,Album Label,Album Track Number,Dates,Holiday/Special Event,Land,Loop,Loop Notes,Loop Total Length,Loop Track Length,Track Artist,Track No.,Track Notes
Stay Awake,Mary Poppins OST,,,,,,Main Street U.S.A.,The Storybook Store at Crystal Arcade [REF],,,,,8,Edited to include 0:01.004 to end
Baby Mine,Dumbo OST,,,,,,Main Street U.S.A.,The Storybook Store at Crystal Arcade [REF],,,,,5,Edited to include 0:26.558 - end (Starts from “oohing” before first verse to end of song)
Your Mother and Mine,Peter Pan OST,,,,,,Main Street U.S.A.,The Storybook Store at Crystal Arcade [REF],,,,,2,"Edited to include 0:21.929 - 1:09.449 as only first verse, ending after “and mine”"
Mermaid Lagoon,Peter Pan OST,,,,,,Main Street U.S.A.,The Storybook Store at Crystal Arcade [REF],,,,,7,Edited 0:00 - 1:01.654 (subtle fade out)
All in the Golden Afternoon,Alice in Wonderland OST,,,,,,Main Street U.S.A.,The Storybook Store at Crystal Arcade [REF],,,,,6,Edited to include “ba bums” and has subtle fade out before Alice begins. Slight overlap with next track
A Real Boy,Pinocchio OST,,,,,,Main Street U.S.A.,The Storybook Store at Crystal Arcade [REF],,,,,24,
You Can Fly! You Can Fly! You Can Fly!,Peter Pan OST,,,,,,Main Street U.S.A.,The Storybook Store at Crystal Arcade [REF],,,,,12,"Edited to include Peter saying “Come on, Everybody…” to end"
Love is a Song,Bambi OST,,,,,,Main Street U.S.A.,The Storybook Store at Crystal Arcade [REF],,,,,13,
When You Wish Upon a Star,Pinocchio OST,,,,,,Main Street U.S.A.,The Storybook Store at Crystal Arcade [REF],,,,,14,
I'm Wishing / One Song,Snow White and the Seven Dwarfs OST,,,,,,Main Street U.S.A.,The Storybook Store at Crystal Arcade [REF],,,,,18,
I Wonder,Sleeping Beauty OST,,,,,,Main Street U.S.A.,The Storybook Store at Crystal Arcade [REF],,,,,20,Edited to include 1:04.700 - 3:56.437
A Dream is a Wish Your Heart Makes,Cinderella OST,,,,,,Main Street U.S.A.,The Storybook Store at Crystal Arcade [REF],,,,,19,Edited to include 1:01.912 up to but not including the clock chime.
You Can Fly! You Can Fly! You Can Fly!,Peter Pan OST,,,,"May 25, 1983",,Fantasyland,Peter Pan's Flight Queue," ",,,,2,
A Pirate's Life (is a Wonderful Life),Peter Pan OST,,,,"May 25, 1983",,Fantasyland,Peter Pan's Flight Queue,,,,,3,
Following the Leader,Peter Pan OST,,,,"May 25, 1983",,Fantasyland,Peter Pan's Flight Queue,,,,,5,
Never Smile at a Crocodile,Peter Pan OST,,,,"May 25, 1983",,Fantasyland,Peter Pan's Flight Queue,,,,,4,
Mermaid Lagoon,Peter Pan OST,,,,"May 25, 1983",,Fantasyland,Peter Pan's Flight Queue,,,,,6,
On The Rooftop,Peter Pan OST,,,,"May 25, 1983",,Fantasyland,Peter Pan's Flight Queue,"Queue music for Peter Pan’s Flight. All tracks are instrumentals. Playlist based on a source recording of unknown origin and originally posted 03/2002 by Progressland on Magic Music of the Mouse discussion board. Additional information by wedroy1923. See Magic Music, https://community.magicmusic.net/threads/disneyland-music-loops.17/ and Disney Parks Music Compendium https://disney-parks-music-compendium.blogspot.com/2022/11/peter-pans-flight-queue-bgm-1983.html.",00:09:16,,,1,
Heigh-Ho,Snow White OST,,,,"May 25, 1983",,Fantasyland,Snow White's Scary Adventures Queue,"This loop played in the queue of Snow White’s Scary Adventures, starting in 1983. It is unknown whether the queue music is the same for Snow White’s Enchanted Wish (the updated attraction). See Disney Parks Music Compendium: https://disney-parks-music-compendium.blogspot.com/2022/11/snow-whites-scary-adventures-queue-bgm.html (2014) and MouseBits https://mousebits.com/smf/index.php?topic=7478.msg65162#msg65162https://mousebits.com/smf/index.php?topic=7478.msg65162#msg65162). All tracks have vocals removed.",~00:06:31,,,1,No anvil bangs at the beginning.
Whistle While You Work,Snow White OST,,,,"May 25, 1983",,Fantasyland,Snow White's Scary Adventures Queue,,,,,2,There is a section edited out of the loop version.
Someday My Prince Will Come,,,,,"May 25, 1983",,Fantasyland,Snow White's Scary Adventures Queue,,,~1:00,,4,"This is a much slower version than what is played in the overture. It’s possible that this is a faster mix not used in the movie. It’s very close to the reprise version, but a little longer."
With a Smile and a Song,Snow White OST,,,,"May 25, 1983",,Fantasyland,Snow White's Scary Adventures Queue,,,,,3,No bird SFX.
Little Wooden Head,Pinocchio OST,,,,"May 25, 1983",,Fantasyland,Pinocchio's Daring Journey,"This loop plays in the covered queue and loading area for Pinocchio’s Daring Journey in Fantasyland. See Disney Parks Music Compendium, https://disney-parks-music-compendium.blogspot.com/2022/11/pinocchios-daring-journey-queue-bgm.html and Magic Music, https://community.magicmusic.net/threads/disneyland-music-loops.17/#post-71 (2002). The most complete tracklist was posted by SSrustworthy on MouseBits, see https://forums.mousebits.com/threads/pinocchios-daring-journey-queue.11044/https://forums.mousebits.com/threads/pinocchios-daring-journey-queue.11044/(2024).",00:08:27.698,05:06.066,,1,"Using the legacy edition, Starts at 0:37.082 in source"
Turn on the Old Music Box,Pinocchio OST,,,,"May 25, 1983",,Fantasyland,Pinocchio's Daring Journey,,,00:46.376,,3,
The Blue Fairy,Pinocchio OST,,,,"May 25, 1983",,Fantasyland,Pinocchio's Daring Journey,,,00:30.949,,2,"Using the Legacy edition, starts at 2:50.896 in source"
Coach to Pleasure Island,Pinocchio OST,,,,"May 25, 1983",,Fantasyland,Pinocchio's Daring Journey,,,01:06.882,,5,"Edited to include 0:48.155 - 1:54.560. Uses the final note of Hi Diddle Dee Dee to give ""Coach"" a sharp ending."
Hi Diddle Dee Dee (An Actor’s Life For Me) Instrumental,Unreleased,,,,"May 25, 1983",,Fantasyland,Pinocchio's Daring Journey,,,00:53.878,,4,An instrumental version of “Hi Diddle Dee Dee”; this YT version works well: https://www.youtube.com/watch?v=OnixrRGu5Hk
Wedding Announcement,The Little Mermaid OST,,,,"January 1, 1996 → August 17, 2008",,Fantasyland,Ariel's Grotto,,,,,4,
Jig,The Little Mermaid OST,,,,"January 1, 1996 → August 17, 2008",,Fantasyland,Ariel's Grotto,,,,,2,
Bedtime,The Little Mermaid OST,,,,"January 1, 1996 → August 17, 2008",,Fantasyland,Ariel's Grotto,,,,,3,
Fireworks,The Little Mermaid OST,,,,"January 1, 1996 → August 17, 2008",,Fantasyland,Ariel's Grotto,This loop played at the Ariel’s Grotto Meet and Greet. It was replaced by Pixie Hollow in 2008. See Disney Parks Music Compendium: http://dlrmusiccompendium.blogspot.com/2014/03/ariels-grotto-area-music-1996-08172008.html and MouseBits: https://mousebits.com/smf/index.php?topic=10398.msg95687#msg95687 and Magic Music: https://community.magicmusic.net/threads/dl-ariels-grotto-loop.1339/#post-8906 (2004).,00:09:26,,,1,
Kiss the Girl (Calypso Version),,,,,"January 1, 1996 → August 17, 2008",,Fantasyland,Ariel's Grotto,,,,,5,"Apparently this sounds very Syntho-Calypso; and is not the version on the TDS CD. The version used apparently sounds like it starts with a few bars of Zip-a-Dee-Doo-Dah. It is possible, though not confirmed, that this could be the same version used in several esplanade loops."
Tour of the Kingdom,The Little Mermaid OST,,,,"January 1, 1996 → August 17, 2008",,Fantasyland,Ariel's Grotto,,,,,6,
Bare Necessities,Simply Mad About the Mouse,,,,,,Main Street U.S.A.,Plaza Inn Birthday Celebration [INC],"This loop played at the Plaza Inn Birthday Celebration. See Magic Music, https://community.magicmusic.net/threads/disneyland-music-loops.17/post-1908. (2002).",Unknown,,,1,
Hip-Hip Pooh Ray,,,,,,,Main Street U.S.A.,Plaza Inn Birthday Celebration [INC],,,,,3,Instrumental; unidentified
Zip-A-Dee-Doo-Dah,Simply Mad About the Mouse,,,,,,Main Street U.S.A.,Plaza Inn Birthday Celebration [INC],,,,,2,
Happy Birthday,,,,,,,Main Street U.S.A.,Plaza Inn Birthday Celebration [INC],,,,,6,"traditional, karaoke version"
Minnie's Yoo Hoo!,,,,,,,Main Street U.S.A.,Plaza Inn Birthday Celebration [INC],,,,,4,Instrumental; unidentified
Happy Birthday,Mickey's Splashdance,,,,,,Main Street U.S.A.,Plaza Inn Birthday Celebration [INC],,,,,5,
Mickey Mouse Club Alma Mater,,,,,,,Main Street U.S.A.,Plaza Inn Birthday Celebration [INC],,,,,7,Instrumental; unidentified
I’m Late,Alice in Wonderland OST,,Walt Disney Records,,"April 13, 1984",,Fantasyland,Alice in Wonderland Queue v.2,,,,,3,
A-E-I-O-U,Alice in Wonderland OST,,Walt Disney Records,,"April 13, 1984",,Fantasyland,Alice in Wonderland Queue v.2,,,,,6,
In a World of My Own,Alice in Wonderland OST,,Walt Disney Records,,"April 13, 1984",,Fantasyland,Alice in Wonderland Queue v.2,,,,,2,
How Do You Do?,Alice in Wonderland OST,,Walt Disney Records,,"April 13, 1984",,Fantasyland,Alice in Wonderland Queue v.2,,,,,4,
‘Twas Brillig,Alice in Wonderland OST,,Walt Disney Records,,"April 13, 1984",,Fantasyland,Alice in Wonderland Queue v.2,,,,,7,
All in the Golden Afternon,Disneyland Forever,,,,"April 13, 1984",,Fantasyland,Alice in Wonderland Queue v.2,,,,,5,
Tulgey Wood,Alice in Wonderland OST,,Walt Disney Records,,"April 13, 1984",,Fantasyland,Alice in Wonderland Queue v.2,,,,,15,
Off With Her Head,Alice in Wonderland OST,,Walt Disney Records,,"April 13, 1984",,Fantasyland,Alice in Wonderland Queue v.2,,,,,11,
Alice in Wonderland (Medley),Alice in Wonderland: Music from the Score (WDL-4015),,Disneyland Records,,"April 13, 1984",,Fantasyland,Alice in Wonderland Queue v.2,,,,Camarata Chorus and Orchestra,12,"This is a medley of two tracks on the Camarata album, both titled ""Alice in Wonderland.”"
Unbirthday Song,Alice in Wonderland OST,,Walt Disney Records,,"April 13, 1984",,Fantasyland,Alice in Wonderland Queue v.2,,,,,14,
Painting the Roses Red,Alice in Wonderland OST,,Walt Disney Records,,"April 13, 1984",,Fantasyland,Alice in Wonderland Queue v.2,,,,,8,
March of the Cards,Disneyland Forever,,,,"April 13, 1984",,Fantasyland,Alice in Wonderland Queue v.2,,,,,9,"The Disneyland Forever version of track no. 9 includes a fade out, while the version in the loop does not."
Painting the Roses Red,Alice in Wonderland OST,,Walt Disney Records,,"April 13, 1984",,Fantasyland,Alice in Wonderland Queue v.2,,,,,10,SFX can be heard
"<Caterpillar? then Painting the roses red, lead into Unbirthday Song>",Alice in Wonderland OST,,Walt Disney Records,,"April 13, 1984",,Fantasyland,Alice in Wonderland Queue v.2,,,,,13,
Main Title (Alice in Wonderland),Alice in Wonderland OST,,,,"June 14, 1958 → January 1, 1982",,Fantasyland,Alice in Wonderland Queue v.1,"The Alice in Wonderland ‘Main Title’ was the sole queue music for the original, pre-1984 Alice in Wonderland attraction. See Magic Music: https://community.magicmusic.net/threads/fantasyland-attractions.628/#post-21741.",Unknown,,,1,
Prologue,Tinker Bell (2013 Intrada Score),,Intrada,,"October 25, 2008",,Fantasyland,Meet Tinker Bell at Pixie Hollow,"This loop debuted in 2008 with the Pixie Hollow meet and greet area, “Meet Tinker Bell at Pixie Hollow”. It is an amalgamation of score cues from the first Tinker Bell movie (2008). Some cues are unreleased, but most can be found on the 2013 Tinker Bell Intrada soundtrack. See MouseBits: https://mousebits.com/smf/index.php?topic=6852.msg57238#msg57238 and https://mousebits.com/smf/index.php?topic=4977.msg99184#msg99184.",00:17:58.896,,Joel McNeely,1,edited 0:21.379 - 1:00.224
Star Wars Galaxy’s Edge Entrance Theme,Unreleased (on https://soundcloud.com/adam-michalak-1/star-wars-galaxys-edge-entrance-theme),,,,"January 17, 2020",,Star Wars: Galaxy's Edge,Star Wars: Galaxy's Edge Transition,"This loop plays at all three entrance points to Star Wars: Galaxy’s Edge at Frontierland, Critter Country, and Fantasyland. Loop timing based on a reference recording by SSrustworthy. The track slightly overlays with itself within a loop. See Randy Kerber’s https://soundcloud.com/adam-michalak-1/star-wars-galaxys-edge-entrance-theme and MouseBits, https://forums.mousebits.com/threads/star-wars-galaxys-edge-entrance-theme.11065/ (2024).",00:04:54.306,00:04:54.306,Randy Kerber,1,
When You Wish Upon a Star,A Musical History of Disneyland,,,,,,Fantasyland,Sleeping Beauty Castle,"“When You Wish Upon a Star” from the Pinocchio OST plays as you walk through the Sleeping Beauty’s Castle gate. See MouseBits, https://mousebits.com/smf/index.php?topic=6266.msg51130#msg51130 (2011) and https://mousebits.com/smf/index.php?topic=10895.msg99249#msg99249 (2023).",00:01:00.923,00:01:00.923,"Cliff Edwards, Chorus",1,edited 0:26.292 to 1:27.214; note: small fade in and out. The loop seems to be a half a second or so faster than the source track after the chorus begins.
The Dreadnought,Songs & Sounds Of The Sea,,National Geographic Society,,,,Frontierland,S.S. Columbia Docked Seaman,"This music was only heard in situ when the Columbia was being prepped at Fowler's Harbor and when it was backing into position at the dock. It originated from a 1980's renovation for the Columbia Below Decks Maritime Museum. Once the Rivers switch track reconnected and it was ready to load, the music changed to the attraction music. See Magic Music: https://community.magicmusic.net/threads/columbia-tracks.1518/#post-20435 (2004). Loop length listed is according to member ex-wdi, who previously worked on the S.S. Columbia. These tracks are based on a May 1997 recording by RocketRodsXPR. See MouseBits, https://mousebits.com/smf/index.php?topic=10877.msg99153#msg99153 (2022). All tracks from side A of the 1973 vinyl record, Songs & Sounds of the Sea.",00:14:58,,,1,"On the album, there is a track appended to the beginning of this one. However, the reference recording only captured the second half of the album track, the vocal “The Dreadnought.”"
Pirate Overture,Pirates of the Carribbean,,,,,,New Orleans Square,Pirates of the Carribbean Queue,This loop plays in the interior queue of the Pirates of the Carribbean attraction. Loop length based on a live recording by SSrustworthy.,00:03:04.519,00:03:04.519,George Bruns,1,
Strolling Through the Park,Gay Nineties Waltzes,,Somerset,,"January 1, 1971 → November 1, 1975",,Main Street U.S.A.,Main Street U.S.A. v.1 [PRE],"This exact loop is unverified, but is here as a placeholder for the 1971-1976 Main Street loop. This was a short reel composed of the album “Gay Nineties Waltzes” that was initially created for WDW’s 1971 opening. An anecdote from DL FLIGHT 295 offers that it definitely featured “Man on the Flying Trapeze,” which was removed from the 1976 loops. See Magic Music,https://community.magicmusic.net/threads/frontierland-loop-question.3677/#post-25773https://community.magicmusic.net/threads/frontierland-loop-question.3677/#post-25773 and Passport to Dreams blog, http://passport2dreams.blogspot.com/2013/06/the-original-main-street-music.html (2013). See the latter for links to digitally remastered versions. Again, this is very likely the WDW loop, but may not be the exact DL loop.",Unknown,,The Gaslight Orchestra,1,
Bicycle Built For Two,Gay Nineties Waltzes,,Somerset,,"January 1, 1971 → November 1, 1975",,Main Street U.S.A.,Main Street U.S.A. v.1 [PRE],,,,The Gaslight Orchestra,2,
In the Good Old Summer Time,Gay Nineties Waltzes,,Somerset,,"January 1, 1971 → November 1, 1975",,Main Street U.S.A.,Main Street U.S.A. v.1 [PRE],,,,The Gaslight Orchestra,4,
Annie Rooney,Gay Nineties Waltzes,,Somerset,,"January 1, 1971 → November 1, 1975",,Main Street U.S.A.,Main Street U.S.A. v.1 [PRE],,,,The Gaslight Orchestra,3,
Sidewalks of New York,Gay Nineties Waltzes,,Somerset,,"January 1, 1971 → November 1, 1975",,Main Street U.S.A.,Main Street U.S.A. v.1 [PRE],,,,The Gaslight Orchestra,7,
After the Ball,Gay Nineties Waltzes,,Somerset,,"January 1, 1971 → November 1, 1975",,Main Street U.S.A.,Main Street U.S.A. v.1 [PRE],,,,The Gaslight Orchestra,6,
And the Band Played On,Gay Nineties Waltzes,,Somerset,,"January 1, 1971 → November 1, 1975",,Main Street U.S.A.,Main Street U.S.A. v.1 [PRE],,,,The Gaslight Orchestra,8,
Horse Cars,Gay Nineties Waltzes,,Somerset,,"January 1, 1971 → November 1, 1975",,Main Street U.S.A.,Main Street U.S.A. v.1 [PRE],,,,The Gaslight Orchestra,9,
Tammany Picnic,Gay Nineties Waltzes,,Somerset,,"January 1, 1971 → November 1, 1975",,Main Street U.S.A.,Main Street U.S.A. v.1 [PRE],,,,The Gaslight Orchestra,5,
Sweet Rosie O’Grady,Gay Nineties Waltzes,,Somerset,,"January 1, 1971 → November 1, 1975",,Main Street U.S.A.,Main Street U.S.A. v.1 [PRE],,,,The Gaslight Orchestra,10,
School Days,Gay Nineties Waltzes,,Somerset,,"January 1, 1971 → November 1, 1975",,Main Street U.S.A.,Main Street U.S.A. v.1 [PRE],,,,The Gaslight Orchestra,11,
Man on the Flying Trapeze,Gay Nineties Waltzes,,Somerset,,"January 1, 1971 → November 1, 1975",,Main Street U.S.A.,Main Street U.S.A. v.1 [PRE],,,,The Gaslight Orchestra,12,
Theme from 'Minnie's Boys’,Appearing Nightly at the Piano (Metromedia 1023),,"Metromedia ",,"January 1, 1976 → November 1, 1991",,Main Street U.S.A.,"Main Street U.S.A. v.2 ""AM""",,,,Merv Griffin,18,
Sidewalks of New York,"Gay Nineties Waltzes (Somerset, P-3400)",,Somerset,,"January 1, 1976 → November 1, 1991",,Main Street U.S.A.,"Main Street U.S.A. v.2 ""AM""",,,,"Gay Nineties Waltzes (Somerset, P-3400)",6,
School Days,"Gay Nineties Waltzes (Somerset, P-3400)",,Somerset,,"January 1, 1976 → November 1, 1991",,Main Street U.S.A.,"Main Street U.S.A. v.2 ""AM""",,,,"Gay Nineties Waltzes (Somerset, P-3400)",12,
Silver Heels,"Your Father's Moustache, Vol. 1 (Barbary Coast, M-33002)",,Barbary Coast,,"January 1, 1976 → November 1, 1991",,Main Street U.S.A.,"Main Street U.S.A. v.2 ""AM""",,,,Albert White & the Gaslight Orchestra,16,Edited
Mississippi Cabaret,"Your Father's Moustache, Vol. 2 (Barbary Coast, M-33008)",,Barbary Coast,,"January 1, 1976 → November 1, 1991",,Main Street U.S.A.,"Main Street U.S.A. v.2 ""AM""",,,,Albert White & the Gaslight Orchestra,8,
Wisha Wurra,"The Pete King Orchestra Plays the Music of Donnybrook (Kapp, KL-1243)",,Kapp,,"January 1, 1976 → November 1, 1991",,Main Street U.S.A.,"Main Street U.S.A. v.2 ""AM""",,,,The Pete King Orchestra,17,
Unknown,,,,,"January 1, 1976 → November 1, 1991",,Main Street U.S.A.,"Main Street U.S.A. v.2 ""AM""",,,,,3,
Pretty Baby,"Your Father's Moustache, Vol. 2 (Barbary Coast, M-33008)",,Barbary Coast,,"January 1, 1976 → November 1, 1991",,Main Street U.S.A.,"Main Street U.S.A. v.2 ""AM""",,,,Albert White & the Gaslight Orchestra,7,
